Voltage (V),Current (A)
+5.000000E-02,+3.390620E-04
+1.000000E-01,+6.779560E-04
+1.500000E-01,+1.016865E-03
+2.000000E-01,+1.355650E-03
+2.500000E-01,+1.694560E-03
+3.000000E-01,+2.033460E-03
+3.500000E-01,+2.372370E-03
+4.000000E-01,+2.711290E-03
+4.500000E-01,+3.050200E-03
+5.000000E-01,+3.389150E-03
+5.500000E-01,+3.728090E-03
